"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"945","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca3","Brick House Farm","3660 Centennial Ln","Ellicott City","POINT (1350021.42 584800.83)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-139.pdf"" TARGET=""NEW"">Click Here </a>",139,24,7,740,62,"Shirley","Brick House Farm; Little Brick Farm; Herman Feage Brick House","1997","",NA,NA,NA
"946","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca4","Gerwig-Lintner House","10101 Frederick Rd","Ellicott City","POINT (1351487.25 586843.845)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-138.pdf"" TARGET=""NEW"">Click Here </a>",138,24,2,65,0,"Gerwig-Lintner House","","1978","Demolished 1987",NA,NA,NA
"947","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca5","Brosenne's Stone House","10281 Rt 40","Ellicott City","POINT (1349892.5999999999 587400.75)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-137.pdf"" TARGET=""NEW"">Click Here </a>",137,24,1,670,0,"Brosenne's Stone House","Pine Orchard Hotel","1978","",NA,NA,NA
"948","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca6","Kline Farm Ruins","Rt 108","Ellicott City","POINT (1350804.1199999999 573124.335)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-136.pdf"" TARGET=""NEW"">Click Here </a>",136,30,7,9,0,"The Joel Kline Farm (ruins)","","1970","Not located; site now Centennial Park",NA,NA,NA
"949","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca7","Porter's Tavern","4955 Manor Ln","Ellicott City","POINT (1344400.1099999999 571352.58)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-135.pdf"" TARGET=""NEW"">Click Here </a>",135,29,11,93,0,"Porter's Tavern","The Jack Gebhard House","1978","",NA,NA,NA
"950","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca8","Johnson House","4411 Manor Ln","Ellicott City","POINT (1344735.45 576862.005)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-134.pdf"" TARGET=""NEW"">Click Here </a>",134,29,5,2,0,"William Johnson Estate House","","1979","",NA,NA,NA
"951","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca9","Franciscan Friars Novitia","12290 Folly Quarter Rd","Ellicott City","POINT (1329754.47 579464.4299999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,22,24,46,0,"The Franciscan Friars Novitiate","","1979","",NA,NA,NA
"952","Historic_Sites_View.fid-e93e948_15090ed509b_-1caa","Stone House","3841 Manor Ln","Ellicott City","POINT (1344377.76 581737.005)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,23,17,78,0,"Stone House on Doughoregan Manor","","1979","",NA,NA,NA
"953","Historic_Sites_View.fid-e93e948_15090ed509b_-1cab","Enniscorthy","3412 Folly Quarter Rd","Ellicott City","POINT (1339640.01 587172.96)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-131.pdf"" TARGET=""NEW"">Click Here </a>",131,23,4,66,0,"Enniscorthy","","1979","",NA,NA,NA
"954","Historic_Sites_View.fid-e93e948_15090ed509b_-1cac","Gate House - Doughoregan","3120 Manor Ln","Ellicott City","POINT (1343546.22 589356.765)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-130.pdf"" TARGET=""NEW"">Click Here </a>",130,23,6,71,0,"Gate House - Doughoregan Manor","","1979","",NA,NA,NA
"955","Historic_Sites_View.fid-e93e948_15090ed509b_-1cad","John Clark's House","1575 Marriottsville Rd","Marriottsville","POINT (1342429.5599999998 603873.4349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-128.pdf"" TARGET=""NEW"">Click Here </a>",128,10,16,34,2,"Judge John L. Clark's House","","UNK","2003 Decotrator Show House (Valhalla)",NA,NA,NA
"956","Historic_Sites_View.fid-e93e948_15090ed509b_-1cae","Lynda Byrd Stone's House","601 River Rd","Sykesville","POINT (1325441.76 614861.6699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-127.pdf"" TARGET=""NEW"">Click Here </a>",127,4,24,101,4,"No ""Historic"" name noted on the Survey Form","Linda Byrd's Log Store","1979","",NA,NA,NA
"957","Historic_Sites_View.fid-e93e948_15090ed509b_-1caf","Marvin Howard Bldg","14564 Dorsey Mill Rd","Glenwood","POINT (1306844.22 581796.09)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-126.pdf"" TARGET=""NEW"">Click Here </a>",126,21,17,31,0,"No ""Historic"" name noted on the Survey Form","Marvin Howard's Log Building","1979","Vacant",NA,NA,NA
"958","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb0","Wavertree","12961 Triadelphia Rd","Ellicott City","POINT (1323755.13 583194.21)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-125.pdf"" TARGET=""NEW"">Click Here </a>",125,22,10,314,0,"Wavertree","","1978","Benson Branch Park",NA,NA,NA
"959","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb1","St Barnabas Episcopal Ch","13125 Forsythe Rd","Sykesville","POINT (1320957.7799999998 617144.2799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-124.pdf"" TARGET=""NEW"">Click Here </a>",124,4,16,50,0,"St. Barnabas Episcopal Church","","2008","",NA,NA,NA
"960","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb2","George Chase House","15081 Roxbury Rd","Roxbury Mills","POINT (1301132.94 577828.9049999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-123.pdf"" TARGET=""NEW"">Click Here </a>",123,21,21,191,3,"George Chase Brick House","Clark Family Farm","2008","",NA,NA,NA
"961","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb3","Russel Maisel House","15282 Roxbury Road","Glenelg","POINT (1301656.14 580273.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-122.pdf"" TARGET=""NEW"">Click Here </a>",122,21,15,27,0,"Stephen B. Dorsey Farm Tenant House","Russel Maisel's Stone House","1976","Address as per KS",NA,NA,NA
"962","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb4","Nancy Valle House","4401 Roxbury Mills Rd","Brookeville","POINT (1297543.5899999999 578249.4299999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-121.pdf"" TARGET=""NEW"">Click Here </a>",121,21,20,70,0,"Nancy Valle's Stone House","","1979","",NA,NA,NA
"963","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb5","By His Grace","3710 Rt 97","Glenwood","POINT (1300923.5999999999 583575.375)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-120.pdf"" TARGET=""NEW"">Click Here </a>",120,21,9,4,0,"By His Grace","","UNK","",NA,NA,NA
"964","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb6","Deep Meadow","3173 Daisey Rd","Woodbine","POINT (1293075.8699999999 589875.5249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-119.pdf"" TARGET=""NEW"">Click Here </a>",119,13,24,61,0,"Deep Meadow","","1976","Beautiful barn on site",NA,NA,NA
"965","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb7","Albert Schulze Bldg","1685 St Michaels Rd","Woodbine","POINT (1279989.45 603234.945)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-118.pdf"" TARGET=""NEW"">Click Here </a>",118,7,20,213,0,"Albert Schultz Post and Plank Building","","1979","PC says good condition. Agricultural Easement",NA,NA,NA
"966","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb8","Poverty Discovered","14195 Frederick Rd","Cooksville","POINT (1310288.4 600192.6749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-117.pdf"" TARGET=""NEW"">Click Here </a>",117,14,6,46,0,"Poverty Discovered","","1970","Not Located",NA,NA,NA
"967","Historic_Sites_View.fid-e93e948_15090ed509b_-1cb9","Patrick Farm House","1960 Daisey Rd","Woodbine","POINT (1293968.64 600539.985)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-116.pdf"" TARGET=""NEW"">Click Here </a>",116,7,24,141,0,"Beldon Patrick Farm House","","1979","",NA,NA,NA
"968","Historic_Sites_View.fid-e93e948_15090ed509b_-1cba","Sunnyside","2701 Woodbine Rd","Woodbine","POINT (1281250.2 596757.72)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-115.pdf"" TARGET=""NEW"">Click Here </a>",115,13,8,17,0,"Sunnyside","","1979","Only outbuildings",NA,NA,NA
"969","Historic_Sites_View.fid-e93e948_15090ed509b_-1cbb","Heritage Log Bldg","16539 A. E. Mullinix Rd","Woodbine","POINT (1286638.38 601978.9199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-114.pdf"" TARGET=""NEW"">Click Here </a>",114,7,22,132,0,"The Heritage Log Building","","1979","Same site as 113, could not locate summer of 1989. Collapsed",NA,NA,NA
"970","Historic_Sites_View.fid-e93e948_15090ed509b_-1cbc","Cherry Grove Slave Quarte","2898 Duvall Rd","Woodbine","POINT (1291405.1099999999 594079.4249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-112.pdf"" TARGET=""NEW"">Click Here </a>",112,13,17,50,0,"Cherry Grove Slave Quarters","J. P. Tarenz Log House","1978","",NA,NA,NA
"971","Historic_Sites_View.fid-e93e948_15090ed509b_-1cbd","A B Dunn's Log House","3729 Jennings Chapel Rd","Woodbine","POINT (1292292.24 584561.58)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-109.pdf"" TARGET=""NEW"">Click Here </a>",109,20,12,134,0,"Ann B. Dunn's Log House","","1979","Not located; Same site as #110; no address on address map.",NA,NA,NA
"972","Historic_Sites_View.fid-e93e948_15090ed509b_-1cbe","J H Owings House","3729 Jennings Chapel Rd","Brookeville","POINT (1292513.19 584530.845)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-110.pdf"" TARGET=""NEW"">Click Here </a>",110,20,12,134,0,"Jennings Cemetery","Long Valley Farm; Dr. John Hood Owings House site","1970","Not located; Same site as #109, no address on address map.",NA,NA,NA
"973","Historic_Sites_View.fid-e93e948_15090ed509b_-1cbf","Hipsley Mill Rd Log Bldg","Hipsley Mill Rd","Woodbine","POINT (1282520.4 586077.75)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-108.pdf"" TARGET=""NEW"">Click Here </a>",108,20,3,9,0,"Site of Hipsley Mills Road Log Building","","1971","Not located; Could not locate summer 1989",NA,NA,NA
"974","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc0","G G Willson Log House","3910 Hipsley Mill Rd","Woodbine","POINT (1280817.48 586683.825)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-107.pdf"" TARGET=""NEW"">Click Here </a>",107,20,2,49,0,"The George G. Willson House","","1977","Owned by State of MD, could not locate summer 1989",NA,NA,NA
"975","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc1","R. Hunter House","17650 Annapolis Rock Rd","Woodbine","POINT (1276112.5499999998 588762.21)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-106.pdf"" TARGET=""NEW"">Click Here </a>",106,19,6,12,0,"The Robert Hunter House","","1979","Could not locate summer 1989. Not located",NA,NA,NA
"976","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc2","Ellicott House","3547 Rt 94","Woodbine","POINT (1276864.65 590615.865)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-105.pdf"" TARGET=""NEW"">Click Here </a>",105,13,19,116,0,"Robert Ellicott House","","1979","",NA,NA,NA
"977","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc3","Thaddeus Crapster's Log H","3101 Cabin Run","Lisbon","POINT (1278326.97 594134.3999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-104.pdf"" TARGET=""NEW"">Click Here </a>",104,13,13,256,14,"Crapster Farm Log House","Thadeus Crapster's Log House\","2010","Collapsed (data base had 8101 Cabin Run)",NA,NA,NA
"978","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc4","C. Layton Log Bldg","1775 St Michaels Rd","Woodbine","POINT (1278973.0799999998 603051.1499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-103.pdf"" TARGET=""NEW"">Click Here </a>",103,7,19,112,0,"Charles Layton, Jr. Log Building","","1979","Main house should be surveyed. E side St. Michael's Rd. at Florence Rd.",NA,NA,NA
"979","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc5","Powell Log Cabin","2240 Rt 97","Cooksville","POINT (1306320.72 598253.265)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-102.pdf"" TARGET=""NEW"">Click Here </a>",102,14,5,31,0,"Sarah Jane Powell Log Cabin","Albert E. France Log Cabin; Dorsey's Log Building","1977","",NA,NA,NA
"980","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc6","St Pauls Episcopal Church","16457 Old Frederick Rd","Poplar Springs","POINT (1287046.8299999998 613231.0199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-101.pdf"" TARGET=""NEW"">Click Here </a>",101,2,22,85,0,"St. Paul's Episcopal Church","","1977","",NA,NA,NA
"981","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc7","Bicentennial Headquarters","8355 Court Av","Ellicott City","POINT (1369252.77 583235.9099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-100.pdf"" TARGET=""NEW"">Click Here </a>",100,25,0,290,0,"Bicentennial Headquarters Building","","1977","",NA,NA,NA
"982","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc8","The Lauman House","8060 Main St","Ellicott City","POINT (1370125.74 583151.34)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-098.pdf"" TARGET=""NEW"">Click Here </a>",98,25,0,291,0,"Lauman House","","1977","",NA,NA,NA
"983","Historic_Sites_View.fid-e93e948_15090ed509b_-1cc9","Norton's Drug Store","8090 Main St","Ellicott City","POINT (1369997.5799999998 583096.9049999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-099.pdf"" TARGET=""NEW"">Click Here </a>",99,25,0,15,0,"Norton's Drug Store","","1977","",NA,NA,NA
"984","Historic_Sites_View.fid-e93e948_15090ed509b_-1cca","Elmonte","9098 Furrow Ave","Ellicott City","POINT (1362002.52 596899.485)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-096.pdf"" TARGET=""NEW"">Click Here </a>",96,17,11,642,0,"El Monte (Elmonte)","Twiford","1976","Patapsco Park Estates",NA,NA,NA
"985","Historic_Sites_View.fid-e93e948_15090ed509b_-1ccb","Chews Resolution Manor","4588 Montgomery Rd","Ellicott City","POINT (1367067.69 574175.085)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-095.pdf"" TARGET=""NEW"">Click Here </a>",95,31,1,563,35,"Chews Resolution Manor","Wheatfields","1977","1987 Decorator Show House",NA,NA,NA
"986","Historic_Sites_View.fid-e93e948_15090ed509b_-1ccc","Samuel Powell's House","8120 Main St","Ellicott City","POINT (1369872.2999999998 583068.8099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-094.pdf"" TARGET=""NEW"">Click Here </a>",94,25,0,11,0,"Samuel Powell House","Votta's Shoe Repair Shop; Rodey's Beer Garden; Navicki's Shoe Repair","1977","",NA,NA,NA
"987","Historic_Sites_View.fid-e93e948_15090ed509b_-1ccd","Trusty Friend","14416 Rt 144","Cooksville","POINT (1308576.96 602969.625)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-092.pdf"" TARGET=""NEW"">Click Here </a>",92,8,23,359,0,"The Trusty Friend","","1977","Robb Property Subdivision Lot 2",NA,NA,NA
"988","Historic_Sites_View.fid-e93e948_15090ed509b_-1cce","Hobson's Choice","3145 Florence Rd","Ellicott City","POINT (1286566.44 597137.3099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-091.pdf"" TARGET=""NEW"">Click Here </a>",91,13,10,140,0,"Hobson's Choice","Great Park;Small Piece","1977","Data Base had 10/13/84",NA,NA,NA
"989","Historic_Sites_View.fid-e93e948_15090ed509b_-1ccf","Bernard Campell House","8074 Main St","Ellicott City","POINT (1370085.0599999998 583149)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-089.pdf"" TARGET=""NEW"">Click Here </a>",89,25,11,19,0,"Bernard W. Campbell House; Andrew McLaughlin's Lot","Brown & Koeber","1977","",NA,NA,NA
"990","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd0","Edward Alexander's House","8070 Main St","Ellicott City","POINT (1370105.25 583141.965)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-088.pdf"" TARGET=""NEW"">Click Here </a>",88,25,0,19,0,"Edw. Alexander's House; Hunts General Store; Eliz. Hunt's Ladies Millinery Shop","Cocoa Lane Restaurant","1977","",NA,NA,NA
"991","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd1","Bethesda","9140 Sybert Dr","Ellicott City","POINT (1360629.45 574752.72)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-087.pdf"" TARGET=""NEW"">Click Here </a>",87,30,5,171,0,"Long Reach, Bethesda","Dower Cottage","1987","1989 Decorator Show House",NA,NA,NA
"992","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd2","Railroad Hotel","8030-8034 Main St","Ellicott City","POINT (1370289.63 583218.6449999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-086.pdf"" TARGET=""NEW"">Click Here </a>",86,25,0,28,0,"The Railroad Hotel, West Ilchester","Turn Over a New Leaf; The Meeting House","1977","",NA,NA,NA
"993","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd3","Montrose","13370 Brighton Dam Rd","Clarksville","POINT (1318708.68 558962.745)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-085.pdf"" TARGET=""NEW"">Click Here </a>",85,34,15,271,0,"Montrose","","2000","Randall Prop. Lot 1 or 2: 13360/13370 Brighton Dam Rd.",NA,NA,NA
"994","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd4","Linden Grove","9100 Carriage House Ln","Columbia","POINT (1361352.72 561487.47)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-00.pdf"" TARGET=""NEW"">Click Here </a>",0,36,11,355,0,"New Year's Gift","Linden Grove","1977","",NA,NA,NA
"995","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd5","Collier's Grist Mill","8069 Tiber St","Ellicott City","POINT (1370130.42 582969.2999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-00.pdf"" TARGET=""NEW"">Click Here </a>",0,25,0,314,0,"Collier's Grist Mill","Old Grist Mill","1977","",NA,NA,NA
"996","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd6","Disney's Tavern","8304-8298 Main St","Ellicott City","POINT (1369147.71 583279.5)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-082.pdf"" TARGET=""NEW"">Click Here </a>",82,25,7,182,0,"Disney's Tavern/Mount Misery/Sprecher House","","1977","",NA,NA,NA
"997","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd7","Thomas Viaduct","","Relay","POINT (1393512.8099999998 566484.1649999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-080.pdf"" TARGET=""NEW"">Click Here </a>",80,32,22,0,0,"Thomas Viaduct","B&O Railroad; Latrobe's Folly","1974","NHL 1/28/64",NA,NA,NA
"998","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd8","The Lodge Bldg","8126-8132 Main St","Ellicott City","POINT (1369830.48 583075.83)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-079.pdf"" TARGET=""NEW"">Click Here </a>",79,25,0,10,0,"The Lodge Building; Independent Order of Odd Fellows","I. O. O. F. Lodge #40","1977","",NA,NA,NA
"999","Historic_Sites_View.fid-e93e948_15090ed509b_-1cd9","St Paul's School","St Paul St","Ellicott City","POINT (1370303.67 582783.465)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-076.pdf"" TARGET=""NEW"">Click Here </a>",76,25,0,61,0,"West Ilchester - Original Patapsco Bank","St. Paul's Catholic School","1977","",NA,NA,NA
"1000","Historic_Sites_View.fid-e93e948_15090ed509b_-1cda","The Bridge Market","8000 Main St","Ellicott City","POINT (1370469.2999999998 583318.44)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-00.pdf"" TARGET=""NEW"">Click Here </a>",0,25,0,60,0,"The Bridge Market","E. T. Clark Property (restored)","1977","",NA,NA,NA
