"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"601","Historic_Sites_View.fid-e93e948_15090ed509b_-1b4b","The Worthington-Carr Hous","","Simpsonville","POINT (1348495.38 548862.4349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-427.pdf"" TARGET=""NEW"">Click Here </a>",427,42,7,1,0,"Worthington-Carr House/Worthington's Addition","Pleasant Grove","1978","Not located",NA,NA,NA
"602","Historic_Sites_View.fid-e93e948_15090ed509b_-1b4c","Guilford General Store, P","9463 Guilford Rd","Jessup","POINT (1360083.39 545510.205)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,42,17,226,0,"Guilford General Store & Post Office Building","","1979","",NA,NA,NA
"603","Historic_Sites_View.fid-e93e948_15090ed509b_-1b4d","The Iglehart House","6300 Stevens Forest REd","Columbia","POINT (1354118.52 557577.015)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-523.pdf"" TARGET=""NEW"">Click Here </a>",523,36,14,431,0,"The Inglehart House","","1979","",NA,NA,NA
"604","Historic_Sites_View.fid-e93e948_15090ed509b_-1b4e","Savage Mill Gen'l Store","8520 Commercial St","Savage","POINT (1361357.7 535592.595)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-522.pdf"" TARGET=""NEW"">Click Here </a>",522,47,11,453,0,"Savage Mill General Store","","1979","",NA,NA,NA
"605","Historic_Sites_View.fid-e93e948_15090ed509b_-1b4f","The Collins House","Oakland Mills Rd","Columbia","POINT (1360550.73 548708.88)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-520.pdf"" TARGET=""NEW"">Click Here </a>",520,42,11,38,0,"The Collins House","","1979","",NA,NA,NA
"606","Historic_Sites_View.fid-e93e948_15090ed509b_-1b50","Old Christ Church Rectory","7060 Oakland Mills Rd","Columbia","POINT (1360664.25 549703.02)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-519.pdf"" TARGET=""NEW"">Click Here </a>",519,42,11,33,0,"Old Rectory of Christ Church","The Rev. Alexander Berger House","1979","",NA,NA,NA
"607","Historic_Sites_View.fid-e93e948_15090ed509b_-1b51","John Caples' House","5793 Railroad Ave","Elkridge","POINT (1395479.46 563546.5499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-517.pdf"" TARGET=""NEW"">Click Here </a>",517,38,4,681,0,"John Caples House","","1979","Condition: Good",NA,NA,NA
"608","Historic_Sites_View.fid-e93e948_15090ed509b_-1b52","Mrs. Fairbanks' House","5790 Railroad Ave","Elkridge","POINT (1395479.46 563370.6749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-516.pdf"" TARGET=""NEW"">Click Here </a>",516,38,4,606,0,"The Mrs. Fairbanks House","","1979","Condition: Poor. Is address 5776 Paradise or 5790 Railroad Ave.?",NA,NA,NA
"609","Historic_Sites_View.fid-e93e948_15090ed509b_-1b53","The Shipley House","5794 Paradise Ave","Elkridge","POINT (1395097.5599999998 563181.315)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-515.pdf"" TARGET=""NEW"">Click Here </a>",515,38,4,684,0,"The Shipley House","","1979","Condition: Heavily altered",NA,NA,NA
"610","Historic_Sites_View.fid-e93e948_15090ed509b_-1b54","Stumpner House","5631 Railroad Ave","Elkridge","POINT (1394641.89 564070.095)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-513.pdf"" TARGET=""NEW"">Click Here </a>",513,38,4,346,0,"The Stumpner Shingled House","","1979","Condition: Good, altered",NA,NA,NA
"611","Historic_Sites_View.fid-e93e948_15090ed509b_-1b55","Wm. Bianes' 2 Houses","5691 Railroad Ave","Elkridge","POINT (1394888.3099999998 563690.82)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-511.pdf"" TARGET=""NEW"">Click Here </a>",511,38,4,604,0,"William Bian's Two Frame Houses","5683: The Wm. Gray House/5691: The Lineberger House","1979","Condition: Very altered",NA,NA,NA
"612","Historic_Sites_View.fid-e93e948_15090ed509b_-1b56","O'er the Spring","5671 Railroad Ave","Elkridge","POINT (1394741.3699999999 563910.015)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-512.pdf"" TARGET=""NEW"">Click Here </a>",512,38,4,601,0,"O'er the Spring","The Harrison House","1979","",NA,NA,NA
"613","Historic_Sites_View.fid-e93e948_15090ed509b_-1b57","B&O RR Company House","W.S. Railroad Ave","Elkridge","POINT (1394774.46 563678.235)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-510.pdf"" TARGET=""NEW"">Click Here </a>",510,38,4,611,0,"B & O Railroad Company House","","1979","Demolished Jan. 2003 per KH",NA,NA,NA
"614","Historic_Sites_View.fid-e93e948_15090ed509b_-1b58","Mrs. Mills' double house","W.S. Railroad Ave","Elkridge","POINT (1394714.46 563765.745)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-509.pdf"" TARGET=""NEW"">Click Here </a>",509,38,4,611,0,"Mrs. Mills Double House","","1979","Demolished Jan. 2003 per KH",NA,NA,NA
"615","Historic_Sites_View.fid-e93e948_15090ed509b_-1b59","Elkridge Country Club","5416 Main St","Elkridge","POINT (1394741.0699999998 564519.615)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-508.pdf"" TARGET=""NEW"">Click Here </a>",508,38,4,586,0,"Elkridge Country Club Building","","1979","",NA,NA,NA
"616","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5a","Brown-Collins-Earp House","9200 Farm House Ln","Guilford","POINT (1361273.01 546680.235)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-507.pdf"" TARGET=""NEW"">Click Here </a>",507,42,17,230,0,"Brown-Collins-Earp House","The F. C. C. Monitoring Station","1979","Site of FCC Monitoring Station",NA,NA,NA
"617","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5b","Haker House","Brightwood Ct","Ellicott City","POINT (1372297.47 562055.88)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,37,2,661,0,"Haker House","","1979","Notation on spreadsheet that house was demolished. Brightfield 2",NA,NA,NA
"618","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5c","Dr. Hopkins House","5858 Main St","Elkridge","POINT (1393712.43 563629.065)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-505.pdf"" TARGET=""NEW"">Click Here </a>",505,38,4,580,0,"Dr. Hopkins House","","1979","Condition: Very good",NA,NA,NA
"619","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5d","Mewshaw House","5846 Main St","Elkridge","POINT (1393789.0799999998 563707.2)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-504.pdf"" TARGET=""NEW"">Click Here </a>",504,38,4,578,0,"Mewshaw House","","1979","",NA,NA,NA
"620","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5e","Dixon House","5735 Race Rd","Elkridge","POINT (1396338.69 563034.135)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-503.pdf"" TARGET=""NEW"">Click Here </a>",503,38,4,313,0,"Dixon Brick House","","1979","Part of NR 367; Condition: Altered. Parcel needs to be checked",NA,NA,NA
"621","Historic_Sites_View.fid-e93e948_15090ed509b_-1b5f","J.B. Kilby House","5842 Main St","Elkridge","POINT (1393832.0999999999 563739.975)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-502.pdf"" TARGET=""NEW"">Click Here </a>",502,38,4,577,0,"J. B. Kilby House","","1979","Condition: Fair",NA,NA,NA
"622","Historic_Sites_View.fid-e93e948_15090ed509b_-1b60","Elkridge Springs","5834 Main St","Elkridge","POINT (1393921.95 563820.75)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-501.pdf"" TARGET=""NEW"">Click Here </a>",501,38,4,576,0,"Elkridge Springs","","1979","",NA,NA,NA
"623","Historic_Sites_View.fid-e93e948_15090ed509b_-1b61","Williams House","5828 Main St","Elkridge","POINT (1394015.6099999999 563917.0349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-500.pdf"" TARGET=""NEW"">Click Here </a>",500,38,4,575,0,"The Williams House","","1979","",NA,NA,NA
"624","Historic_Sites_View.fid-e93e948_15090ed509b_-1b62","Elkridge Pharmacy","5806 Main St","Elkridge","POINT (1394202.9 564072.72)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-499.pdf"" TARGET=""NEW"">Click Here </a>",499,38,4,490,0,"Elkridge Pharmacy, Inc.","","1979","Condition: Altered",NA,NA,NA
"625","Historic_Sites_View.fid-e93e948_15090ed509b_-1b63","McCauley House","5782 Main St","Elkridge","POINT (1394502.5699999998 564322.365)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-498.pdf"" TARGET=""NEW"">Click Here </a>",498,38,4,589,0,"The McCauley House","","1979","Condition: Good",NA,NA,NA
"626","Historic_Sites_View.fid-e93e948_15090ed509b_-1b64","The Railroad Bldg","5800 Main St","Elkridge","POINT (1394265.8099999998 564138.87)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-497.pdf"" TARGET=""NEW"">Click Here </a>",497,38,4,567,0,"The Railroad Building","","1979","Condition: Altered, vacant, fair",NA,NA,NA
"627","Historic_Sites_View.fid-e93e948_15090ed509b_-1b65","Lineberg House","5757 Main St","Elkridge","POINT (1394771.22 564404.595)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-496.pdf"" TARGET=""NEW"">Click Here </a>",496,38,4,692,0,"The Lineberg House","","1979","Condition: Fair/good",NA,NA,NA
"628","Historic_Sites_View.fid-e93e948_15090ed509b_-1b66","Waterford Farms","4665 Jennings Chapel Rd","Glenwood","POINT (1294087.0499999998 583755.63)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-494.pdf"" TARGET=""NEW"">Click Here </a>",494,20,12,130,0,"Waterford Farms","","1979","",NA,NA,NA
"629","Historic_Sites_View.fid-e93e948_15090ed509b_-1b67","Harris House","15904 Md 144","Lisbon","POINT (1293024.75 607854.48)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-492.pdf"" TARGET=""NEW"">Click Here </a>",492,7,12,245,0,"The Harris House","","1979","",NA,NA,NA
"630","Historic_Sites_View.fid-e93e948_15090ed509b_-1b68","Whittington House","15912 Frederick Rd","Woodbine","POINT (1292916.7799999998 607904.22)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-491.pdf"" TARGET=""NEW"">Click Here </a>",491,7,12,148,0,"The Whittington House","","1979","",NA,NA,NA
"631","Historic_Sites_View.fid-e93e948_15090ed509b_-1b69","Lisbon Post Office","15936 Frederick Rd","Lisbon","POINT (1292564.13 607981.7849999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-490.pdf"" TARGET=""NEW"">Click Here </a>",490,7,12,239,0,"Lisbon Post Office","","1979","",NA,NA,NA
"632","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6a","Owings House","15949 Frederick Rd","Lisbon","POINT (1292166.42 607991.4299999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-489.pdf"" TARGET=""NEW"">Click Here </a>",489,7,6,195,0,"The Owings House","The Frey House","1979","",NA,NA,NA
"633","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6b","Engle House","16016 Frederick Rd","Lisbon","POINT (1291952.22 608080.98)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-488.pdf"" TARGET=""NEW"">Click Here </a>",488,7,12,192,0,"The Engle House","The Compton House","1979","",NA,NA,NA
"634","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6c","Manning House","16016 Frederick Road","Lisbon","POINT (1291967.43 608258.9099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-487.pdf"" TARGET=""NEW"">Click Here </a>",487,7,12,183,21,"The Manning Frame House","","1979","",NA,NA,NA
"635","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6d","IOOF Building","16012 Frederick Rd","Lisbon","POINT (1292013.0899999999 608197.455)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-486.pdf"" TARGET=""NEW"">Click Here </a>",486,7,12,186,20,"Old I. O. O. F. Building","","1979","",NA,NA,NA
"636","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6e","Martin Slagle House","15920 Md 144","Lisbon","POINT (1292732.4 607935.84)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-485.pdf"" TARGET=""NEW"">Click Here </a>",485,7,12,238,0,"The Martin Slagle House","","1979","",NA,NA,NA
"637","Historic_Sites_View.fid-e93e948_15090ed509b_-1b6f","Lisbon Fire House","16009 Frederick Rd","Lisbon","POINT (1292039.43 608036.205)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-484.pdf"" TARGET=""NEW"">Click Here </a>",484,7,12,193,0,"The Lisbon Fire House Building","","1979","Not architecturally significant.",NA,NA,NA
"638","Historic_Sites_View.fid-e93e948_15090ed509b_-1b70","Bayard Easter House","Rt 108","Clarksville","POINT (1329107.01 562113.195)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-481.pdf"" TARGET=""NEW"">Click Here </a>",481,34,6,365,0,"The Bayard Easter House","","1978","Not located; No longer exists; R. Johnson Subdivision",NA,NA,NA
"639","Historic_Sites_View.fid-e93e948_15090ed509b_-1b71","Cricket Creek Farm","6400 Guilford Rd","Clarksville","POINT (1329847.47 556461.255)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-480.pdf"" TARGET=""NEW"">Click Here </a>",480,34,18,89,0,"Cricket Creek Farm","","1978","Not located; No address on address map",NA,NA,NA
"640","Historic_Sites_View.fid-e93e948_15090ed509b_-1b72","Persimon Bottom Farm","6160 Ten Oaks Rd","Clarksville","POINT (1325786.0699999998 558947.865)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-479.pdf"" TARGET=""NEW"">Click Here </a>",479,34,11,43,0,"Persimmon Bottom Farm","","1978","",NA,NA,NA
"641","Historic_Sites_View.fid-e93e948_15090ed509b_-1b73","Arthur Pickett House","NWC 32 & 108","Clarksville","POINT (1328613.3299999998 561662.22)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-478.pdf"" TARGET=""NEW"">Click Here </a>",478,34,12,0,0,"The Arthur Pickett House","","1978","Demolished ?",NA,NA,NA
"642","Historic_Sites_View.fid-e93e948_15090ed509b_-1b74","Thompson Farm","10820 Clarksville Pk","Ellicott City","POINT (1344122.7 571297.845)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-477.pdf"" TARGET=""NEW"">Click Here </a>",477,29,11,350,0,"The Thompson Farm Outbuildings","","1978","",NA,NA,NA
"643","Historic_Sites_View.fid-e93e948_15090ed509b_-1b75","Edgewood Farm","11031 Gaither Farm Road","Ellicott City","POINT (1341860.22 571965.945)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-476.pdf"" TARGET=""NEW"">Click Here </a>",476,29,10,1,0,"Edgewood Farm","","1978","House replaced; barn remains* * demolished",NA,NA,NA
"644","Historic_Sites_View.fid-e93e948_15090ed509b_-1b76","Jericho Farm","5080 Jericho Rd","Ellicott City","POINT (1339224.66 569255.985)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-475.pdf"" TARGET=""NEW"">Click Here </a>",475,29,15,55,0,"Jericho Farm","","1978","Not located; New house on site",NA,NA,NA
"645","Historic_Sites_View.fid-e93e948_15090ed509b_-1b77","Manakee Farm Tannant Hous","11901 Rt 108","Clarksville","POINT (1333408.3199999998 566674.47)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-473.pdf"" TARGET=""NEW"">Click Here </a>",473,29,19,371,2,"The Manakee Farm Tenant House","","1978","Not architecturally significant",NA,NA,NA
"646","Historic_Sites_View.fid-e93e948_15090ed509b_-1b78","Langonfelder Farm","11920 Rt 108","Clarksville","POINT (1332679.6199999999 567445.89)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-472.pdf"" TARGET=""NEW"">Click Here </a>",472,29,19,356,20,"The Langenfelder Farm and Outbuildings","","1978","",NA,NA,NA
"647","Historic_Sites_View.fid-e93e948_15090ed509b_-1b79","White Farm","12180 Rt 108","Clarksville","POINT (1328740.5899999999 563641.71)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-471.pdf"" TARGET=""NEW"">Click Here </a>",471,34,6,186,0,"White Oak Farm","","1978","",NA,NA,NA
"648","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7a","Zepp Farm","Rt 108","Clarksville","POINT (1328114.0399999998 562570.605)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-470.pdf"" TARGET=""NEW"">Click Here </a>",470,34,6,365,0,"The Zepp Farm and Outbuildings","Zepp-Johnston Farm and Outbuildings","1978","Demo permit 4/2007 completed, new commercial building",NA,NA,NA
"649","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7b","Keilholtz House","12670 Rt 108","Clarksville","POINT (1328170.5599999998 558146.0249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-469.pdf"" TARGET=""NEW"">Click Here </a>",469,34,18,87,0,"The Keilholtz House","Live Oak Farm","1978","",NA,NA,NA
"650","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7c","Sarah Richardson Farm","12702 Rt 108","Clarksville","POINT (1325958.15 556963.71)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-468.pdf"" TARGET=""NEW"">Click Here </a>",468,34,17,76,0,"Souder-Gibson Farm","Sarah Richardson Farm","2008","",NA,NA,NA
"651","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7d","Richardson House","12811 Rt 108","Clarksville","POINT (1328198.67 556398.615)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-467.pdf"" TARGET=""NEW"">Click Here </a>",467,34,18,90,0,"Cooney-Smith Farm","George Richardson Farm; MacBeth Farm","2006","Demo permit for SFD 3/17/2006 completed",NA,NA,NA
"652","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7e","Johnson House","6433 Richardson Farm Ln","Clarksville","POINT (1326958.74 556624.245)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,34,17,84,0,"Johnson Shingled House and Outbuildings","","1978","",NA,NA,NA
"653","Historic_Sites_View.fid-e93e948_15090ed509b_-1b7f","Watkins' House","13015 Clarksville Pike","Highland","POINT (1327264.5599999998 553700.37)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-465.pdf"" TARGET=""NEW"">Click Here </a>",465,34,23,91,0,"Arabella Welling Watkins House/Dr. Wm. W. Watkins House","John T. Swann House","1978","No address number on map",NA,NA,NA
"654","Historic_Sites_View.fid-e93e948_15090ed509b_-1b80","Ellicott City Milestones","Rt 108","Ellicott City","POINT (1345746.2999999998 571412.865)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-463.pdf"" TARGET=""NEW"">Click Here </a>",463,29,12,0,0,"Old Ellicott City-Montgomery County Courthouse Road Milestones","","1978","Not located; Near intersection of Centennial Lane and Route 108",NA,NA,NA
"655","Historic_Sites_View.fid-e93e948_15090ed509b_-1b81","Anderson House","10690 Rt 108","Ellicott City","POINT (1345561.92 571463.205)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-464.pdf"" TARGET=""NEW"">Click Here </a>",464,29,12,17,0,"The Linthicum House","The Anderson House","1978","",NA,NA,NA
"656","Historic_Sites_View.fid-e93e948_15090ed509b_-1b82","Lames Rettger House","6520  Burgundy Ln","Clarksville","POINT (1331128.0799999998 556069.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,35,13,450,0,"The James Rettger House","","1979","",NA,NA,NA
"657","Historic_Sites_View.fid-e93e948_15090ed509b_-1b83","Hobbs Residence","5773 Main St","Elkridge","POINT (1394604.99 564243.345)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-461.pdf"" TARGET=""NEW"">Click Here </a>",461,38,4,343,0,"The Hobbs Residence","","2003","",NA,NA,NA
"658","Historic_Sites_View.fid-e93e948_15090ed509b_-1b84","Linthicum House","3675 Jennings Chapel Rd","Woodbine","POINT (1289847.15 585472.875)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-460.pdf"" TARGET=""NEW"">Click Here </a>",460,20,11,60,0,"Site of Linthicum Family House","","UNK","",NA,NA,NA
"659","Historic_Sites_View.fid-e93e948_15090ed509b_-1b85","Park Ranger's Quarters","River Rd","Elkridge","POINT (1389221.3099999998 568276.0199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-459.pdf"" TARGET=""NEW"">Click Here </a>",459,32,14,3,0,"Patapsco State Park Ranger's Quarters","","1977","",NA,NA,NA
"660","Historic_Sites_View.fid-e93e948_15090ed509b_-1b86","Elkridge Hunt Club","6101 Hunt Club Rd","Elkridge","POINT (1386385.92 559941.585)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-457.pdf"" TARGET=""NEW"">Click Here </a>",457,38,7,71,0,"Elkridge Hunt Club","","1977","",NA,NA,NA
"661","Historic_Sites_View.fid-e93e948_15090ed509b_-1b87","Fislage-Cavey House","4472 Ilchester Rd","Ellicott City","POINT (1377705.1199999999 576053.1)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-456.pdf"" TARGET=""NEW"">Click Here </a>",456,31,4,618,0,"Fislage-Cavey House","Z. I. Dyke House","1979","",NA,NA,NA
"662","Historic_Sites_View.fid-e93e948_15090ed509b_-1b88","Idle-A-While","4688 Beechwood Rd","Ellicott City","POINT (1376512.6199999999 573732.375)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,31,10,124,0,"Idle-A-While","Judge Stewart's House","1977","p. 770 on tax map MDAT records show p. 77?",NA,NA,NA
"663","Historic_Sites_View.fid-e93e948_15090ed509b_-1b89","The Knoll","6802 Olney Norris Ln","Elkridge","POINT (1383368.7899999998 572374.245)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-454.pdf"" TARGET=""NEW"">Click Here </a>",454,31,12,140,0,"The Knoll","","1979","",NA,NA,NA
"664","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8a","Donaldson School","Illchester Rd","Ellicott City","POINT (1379254.7699999998 568958.97)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-453.pdf"" TARGET=""NEW"">Click Here </a>",453,31,17,839,0,"Donaldson School","Trinity","1979","",NA,NA,NA
"665","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8b","Tutbury","6440 Elibank Rd","Elkridge","POINT (1389106.0499999998 565187.385)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-452.pdf"" TARGET=""NEW"">Click Here </a>",452,32,20,85,0,"Tutbury","","1977","9/23/93",NA,NA,NA
"666","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8c","Elibank","6460 Elibank Dr","Elkridge","POINT (1388287.2 564401.61)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-451.pdf"" TARGET=""NEW"">Click Here </a>",451,38,2,803,0,"Hoogewerff-Donaldson Cottage","","2007","",NA,NA,NA
"667","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8d","Goldbeater's Cottage","6159 Rockburn Hill Rd","Elkridge","POINT (1390615.23 567237.4199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-450.pdf"" TARGET=""NEW"">Click Here </a>",450,32,21,94,0,"Goldbeater's Cottage","","1979","",NA,NA,NA
"668","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8e","Old Grace Church Rectory","5970 Washington Blvd","Elkridge","POINT (1392803.73 564131.82)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-449.pdf"" TARGET=""NEW"">Click Here </a>",449,38,3,46,0,"Old Grace Church Rectory","","1979","Demo permit for burned SFD 5/1/2007 completed",NA,NA,NA
"669","Historic_Sites_View.fid-e93e948_15090ed509b_-1b8f","Red Hill House","6053 Old Lawyers Hill Rd","Elkridge","POINT (1392029.94 565633.11)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-448.pdf"" TARGET=""NEW"">Click Here </a>",448,32,21,39,0,"Red Hill House","","1977","",NA,NA,NA
"670","Historic_Sites_View.fid-e93e948_15090ed509b_-1b90","Maycroft","6060 Old Lawyers Hill Rd","Elkridge","POINT (1391810.73 565851.135)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-447.pdf"" TARGET=""NEW"">Click Here </a>",447,32,21,0,0,"Maycroft","","1977","",NA,NA,NA
"671","Historic_Sites_View.fid-e93e948_15090ed509b_-1b91","Dobbin-Warner House","6162 Lawyers Hill Rd","Elkridge","POINT (1391018.8199999998 565930.1549999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-446.pdf"" TARGET=""NEW"">Click Here </a>",446,32,21,55,0,"Dobbin-Warner House and Gatehouse","","1977","Hursley; Lawyers Hill N.R. and local Historic District",NA,NA,NA
"672","Historic_Sites_View.fid-e93e948_15090ed509b_-1b92","Murray-Miller House","6117 Lawyers Hill Rd","Elkridge","POINT (1390990.44 564988.98)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-445.pdf"" TARGET=""NEW"">Click Here </a>",445,32,21,14,0,"Murray-Miller House","Bonnie Wood","1977","",NA,NA,NA
"673","Historic_Sites_View.fid-e93e948_15090ed509b_-1b93","Lift-the-Latch","6176 Lawyers Hill Rd","Elkridge","POINT (1390675.23 565643.0549999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-444.pdf"" TARGET=""NEW"">Click Here </a>",444,32,21,0,0,"Lift-the-Latch","","1977","",NA,NA,NA
"674","Historic_Sites_View.fid-e93e948_15090ed509b_-1b94","Rohelder House","6219 Lawyers Hill Rd","Elkridge","POINT (1390356.5399999998 565033.1699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-443.pdf"" TARGET=""NEW"">Click Here </a>",443,32,20,13,0,"Rohleder House","The MacSherry Place","1977","Burned 1984",NA,NA,NA
"675","Historic_Sites_View.fid-e93e948_15090ed509b_-1b95","Harry's Lot","Oakland Mills Rd/Guilford","Guilford","POINT (1360327.17 545433.5399999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-442.pdf"" TARGET=""NEW"">Click Here </a>",442,42,16,9,0,"Harry's Lot","Old Guilford Schoolhouse","1977","",NA,NA,NA
