FID,Document,HoCo ID,Name,Address,Tax Map,Block,Parcel,Lot,Building Name,Common Name,Location,Survey Year,Comments,geom
Historic_Sites_View.fid-e93e948_15090ed509b_-19ad,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-598.pdf"" TARGET=""NEW"">Click Here </a>",598,Old National Pike Milesto,Frederick Rd,16,14,0,0,Old National Pike Milestone #17,,,1973,NO FORM,POINT (1335510.0599999998 592610.6699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19ac,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-599.pdf"" TARGET=""NEW"">Click Here </a>",599,Old National Pike Milesto,Frederick Rd,16,13,0,0,Old National Pike Milestone #18,,,1973,NO FORM,POINT (1330506.0599999998 594309.1649999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19ab,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-589.pdf"" TARGET=""NEW"">Click Here </a>",589,Pool's Lounge and Cabins,Washington Blvd,43,5,65,0,Pool's Lounge and Cabins,,,1990,"Cabin demolished, South of B-W Industrial Park",POINT (1379472.15 551942.22)
Historic_Sites_View.fid-e93e948_15090ed509b_-19aa,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-597.pdf"" TARGET=""NEW"">Click Here </a>",597,Old National Pike #16,Frederick Rd,16,22,446,0,Old National Pike #16,,,1973,NO FORM,POINT (1340355.75 590502.75)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-596.pdf"" TARGET=""NEW"">Click Here </a>",596,Old National Pike #15,Frederick Rd,16,24,0,0,Old National Pike #15,,,1973,NO FORM,POINT (1345380.24 589033.3949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-595.pdf"" TARGET=""NEW"">Click Here </a>",595,Old National Pike #14,Frederick Rd,24,1,0,0,Old National Pike #14,,,1973,NO FORM,POINT (1350420.5399999998 587459.565)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-594.pdf"" TARGET=""NEW"">Click Here </a>",594,Old National Pike #13,Frederick Rd,24,3,661,0,Old National Pike #13,,,1973,NO FORM,POINT (1355386.5 585791.7899999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-593.pdf"" TARGET=""NEW"">Click Here </a>",593,Old National Pike #12,Frederick Rd,24,11,535,0,Old National Pike #12,,,1973,NO FORM,POINT (1360578.69 584926.7699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-592.pdf"" TARGET=""NEW"">Click Here </a>",592,Old National Pike #11,Frederick Rd,24,12,0,0,Old National Pike #11,,,1973,NO FORM,POINT (1365495.18 583891.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-639.pdf"" TARGET=""NEW"">Click Here </a>",639,Howard's Family homeplace,,37,21,500,0,Howard's Family homeplace for Free Slaves,,Elkridge,1994,"Meadowridge road, Cemetery Lane",POINT (1375200.9 554859.9149999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-641.pdf"" TARGET=""NEW"">Click Here </a>",641,Bridge #13038,MD 97 over Patuxent River,27,7,0,0,Bridge #13038,,,1995,,POINT (1296554.19 572445)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-642.pdf"" TARGET=""NEW"">Click Here </a>",642,Shipley House,11685 Old Frederick Rd,10,21,23,0,Shipley House,,,1992,,POINT (1336575.15 602629.005)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-643.pdf"" TARGET=""NEW"">Click Here </a>",643,Warfield-Sullivan House,3625 Andrea Dr,22,8,116,0,Warfield-Sullivan House,,West Friendship,1995,,POINT (1316469.66 584611.1549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-19a0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-647.pdf"" TARGET=""NEW"">Click Here </a>",647,Edward Talbott Clark Farm,Montgomery Rd,24,24,501,0,Edward Talbott Clark Farm Buildings Complex,,Ellicott City,1995,,POINT (1364129.76 577551.96)
Historic_Sites_View.fid-e93e948_15090ed509b_-199f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-649.pdf"" TARGET=""NEW"">Click Here </a>",649,Bridge (SHA# 13032),US 40 over Little Patuxen,24,2,0,0,Bridge (SHA# 13032),,,1995,,POINT (1353918.27 587206.47)
Historic_Sites_View.fid-e93e948_15090ed509b_-199e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-650.pdf"" TARGET=""NEW"">Click Here </a>",650,Bridge (#13041),Dorsey Rd,43,6,0,0,Bridge (#13041),,Dorsey,1996,SHA 2009 report says not eligible,POINT (1382837.6099999999 551512.635)
Historic_Sites_View.fid-e93e948_15090ed509b_-199d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-651.pdf"" TARGET=""NEW"">Click Here </a>",651,Bridge (SHA# HO-0029),Triadelphia Mill Rd,27,16,0,0,Bridge (SHA# HO-0029),,Dayton,1995,,POINT (1304321.4 570732.1499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-199c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-652.pdf"" TARGET=""NEW"">Click Here </a>",652,Bridge (SHA# HO-0061),Athol Ave,38,19,0,0,Bridge (SHA# HO-0061),,Elkridge,1995,,POINT (1386026.88 554977.9349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-199b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-653.pdf"" TARGET=""NEW"">Click Here </a>",653,Bridge (SHA3 HO-0101),Frederick Rd,24,12,0,0,Bridge (SHA3 HO-0101),,Ellicott City,1995,,POINT (1365244.95 583987.11)
Historic_Sites_View.fid-e93e948_15090ed509b_-199a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-654.pdf"" TARGET=""NEW"">Click Here </a>",654,Bridge (SHA# HO-0102),Woodland Rd,30,9,0,0,Bridge (SHA# HO-0102),,Columbia,1995,,POINT (1355591.25 572992.6799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1999,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-679.pdf"" TARGET=""NEW"">Click Here </a>",679,Bridge (SHA# HO-105),Henryton Rd,10,8,0,0,Bridge (SHA# HO-105),,Sykesville,1997,,POINT (1333749.8399999999 608301.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1998,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-656.pdf"" TARGET=""NEW"">Click Here </a>",656,Bridge (SHA# 130034),,18,15,0,0,Bridge (SHA# 130034),,,1995,,POINT (1372568.3399999999 593492.835)
Historic_Sites_View.fid-e93e948_15090ed509b_-1997,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-657.pdf"" TARGET=""NEW"">Click Here </a>",657,Bridge (SHA# HO-6),River Rd,32,15,0,0,Bridge (SHA# HO-6),,,UNK,,POINT (1391842.3199999998 567764.49)
Historic_Sites_View.fid-e93e948_15090ed509b_-1996,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-591.pdf"" TARGET=""NEW"">Click Here </a>",591,Old National Pike Milesto,Main St,25,8,0,0,Old National Pike Milestone #10,,Ellicott City,1973,NO FORM,POINT (1370416.0499999998 583203.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1995,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-601.pdf"" TARGET=""NEW"">Click Here </a>",601,Old National Pike Milesto,Frederick Rd,15,3,0,0,Old National Pike Milestone #20,,,1973,NO FORM,POINT (1320495.39 597754.4249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1994,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-603.pdf"" TARGET=""NEW"">Click Here </a>",603,Old National Pike Milesto,Frederick Rd,8,24,0,0,Old National Pike Milestone #22,,,1973,NO FORM,POINT (1310534.22 601024.6799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1993,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-605.pdf"" TARGET=""NEW"">Click Here </a>",605,Old National Pike Milesto,Frederick Rd,8,15,0,0,Old National Pike Milestone #24,,,1973,NO FORM,POINT (1300892.3099999998 605314.0199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1992,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-607.pdf"" TARGET=""NEW"">Click Here </a>",607,Old National Pike #26,Frederick Rd,7,11,0,0,Old National Pike #26,,,1973,NO FORM,POINT (1290883.74 608606.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1991,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-608.pdf"" TARGET=""NEW"">Click Here </a>",608,Old National Pike #27,Frederick Rd,7,4,0,0,Old National Pike #27,,,1973,NO FORM,POINT (1285930.71 610483.32)
Historic_Sites_View.fid-e93e948_15090ed509b_-1990,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-606.pdf"" TARGET=""NEW"">Click Here </a>",606,Old National Pike Milesto,Frederick Rd,8,7,0,0,Old National Pike Milestone #25,,,1973,NO FORM,POINT (1295982.8399999999 606888.1649999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-198f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-604.pdf"" TARGET=""NEW"">Click Here </a>",604,Old National Pike Milesto,Frederick Rd,8,22,0,0,Old National Pike Milestone #23,,,1973,NO FORM,POINT (1305658.98 603020.82)
Historic_Sites_View.fid-e93e948_15090ed509b_-198e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-602.pdf"" TARGET=""NEW"">Click Here </a>",602,Old National PIke Milesto,Frederick Rd,15,2,0,0,Old National PIke Milestone #21,,,1973,NO FORM,POINT (1315548.15 599382.075)
Historic_Sites_View.fid-e93e948_15090ed509b_-198d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-600.pdf"" TARGET=""NEW"">Click Here </a>",600,Old National Pike #19,Frederick Rd,15,11,0,0,Old National Pike #19,,,1973,NO FORM,POINT (1325449.68 595945.0199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-198c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-658.pdf"" TARGET=""NEW"">Click Here </a>",658,Bridge (SHA# HO-13),Stephens Rd,47,15,0,0,Bridge (SHA# HO-13),,,1995,,POINT (1356295.77 533539.32)
Historic_Sites_View.fid-e93e948_15090ed509b_-198b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-659.pdf"" TARGET=""NEW"">Click Here </a>",659,Bridge (SHA# HO-15),Murray Hill Rd,42,14,0,0,Bridge (SHA# HO-15),,,UNK,NO FORM,POINT (1354270.5299999998 543876.6)
Historic_Sites_View.fid-e93e948_15090ed509b_-198a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-660.pdf"" TARGET=""NEW"">Click Here </a>",660,Bridge (SHA# HO-31),Pfefferkorn Rd,15,13,0,0,Bridge (SHA# HO-31),,,UNK,NO FORM,POINT (1315357.74 594289.08)
Historic_Sites_View.fid-e93e948_15090ed509b_-1989,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-661.pdf"" TARGET=""NEW"">Click Here </a>",661,Bridge (SHA# HO-32),Shady Ln,21,11,0,0,Bridge (SHA# HO-32),,,1997,,POINT (1307458.17 583588.86)
Historic_Sites_View.fid-e93e948_15090ed509b_-1988,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-662.pdf"" TARGET=""NEW"">Click Here </a>",662,Bridge (SHA# HO-35),Hipsley Mill Rd,20,3,0,0,Bridge (SHA# HO-35),,,1997,,POINT (1282596.7799999998 586346.4149999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1987,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-663.pdf"" TARGET=""NEW"">Click Here </a>",663,Bridge (SHA# HO-38),Daisy Rd,20,6,0,0,Bridge (SHA# HO-38),,,1995,,POINT (1291844.46 586166.1749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1986,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-664.pdf"" TARGET=""NEW"">Click Here </a>",664,Bridge (SHA# HO-41),Daisy Rd,13,18,0,0,Bridge (SHA# HO-41),,,,,POINT (1294179.69 594688.1549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1985,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-665.pdf"" TARGET=""NEW"">Click Here </a>",665,Bridge (SHA# HO-48),Bethany Ln,24,2,0,0,Bridge (SHA# HO-48),,,,,POINT (1352274.45 588509.34)
Historic_Sites_View.fid-e93e948_15090ed509b_-1984,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-666.pdf"" TARGET=""NEW"">Click Here </a>",666,Bridge (SHA# HO-55),Old Montgomery Rd,36,17,0,0,Bridge (SHA# HO-55),,,,,POINT (1362820.1099999999 558716.955)
Historic_Sites_View.fid-e93e948_15090ed509b_-1983,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-667.pdf"" TARGET=""NEW"">Click Here </a>",667,Bridge (SHA# HO-62),Mayfield Ave,37,15,0,0,Bridge (SHA# HO-62),,,,,POINT (1374492.0899999999 556385.49)
Historic_Sites_View.fid-e93e948_15090ed509b_-1982,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-668.pdf"" TARGET=""NEW"">Click Here </a>",668,Bridge (SHA# H1-06),Pindell School Rd,41,14,0,0,Bridge (SHA# H1-06),,,,,POINT (1333514.16 543854.205)
Historic_Sites_View.fid-e93e948_15090ed509b_-1981,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-669.pdf"" TARGET=""NEW"">Click Here </a>",669,Bridge (SHA# H1-07),Tiber Aly,25,8,0,0,Bridge (SHA# H1-07),,,,,POINT (1370112.8699999999 583034.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1980,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-670.pdf"" TARGET=""NEW"">Click Here </a>",670,Bridge (SHA# H1-08),Sanner Rd,41,4,0,0,Bridge (SHA# H1-08),,,,,POINT (1341280.41 550423.095)
Historic_Sites_View.fid-e93e948_15090ed509b_-197f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-671.pdf"" TARGET=""NEW"">Click Here </a>",671,Bridge (SHA# 13029),Guilford Rd,48,20,0,0,Bridge (SHA# 13029),,,,,POINT (1372017.18 531640.71)
Historic_Sites_View.fid-e93e948_15090ed509b_-197e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-677.pdf"" TARGET=""NEW"">Click Here </a>",677,Bridge (SHA# HO-2),Bonnie Branch Rd,31,4,0,0,Bridge (SHA# HO-2),,,UNK,,POINT (1377046.68 575839.1699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-197d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-678.pdf"" TARGET=""NEW"">Click Here </a>",678,Bridge (SHA# HO-53),Henryton Rd,10,2,0,0,Bridge (SHA# HO-53),,,1997,,POINT (1335770.52 611767.62)
Historic_Sites_View.fid-e93e948_15090ed509b_-197c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-655.pdf"" TARGET=""NEW"">Click Here </a>",655,Bridge (SHA# HO-0110),Henryton Rd,10,7,0,0,Bridge (SHA# HO-0110),,,1995,,POINT (1333225.44 607391.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-197b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-680.pdf"" TARGET=""NEW"">Click Here </a>",680,Bridge (SHA# HO-129),Old Columbia Pike,25,8,0,0,Bridge (SHA# HO-129),,,1997,,POINT (1369456.47 583008.51)
Historic_Sites_View.fid-e93e948_15090ed509b_-197a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-681.pdf"" TARGET=""NEW"">Click Here </a>",681,Bridge (SHA# HO-129),RT 97,21,20,0,0,Bridge (SHA# HO-129),,,1997,,POINT (1297821.9 578851.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1979,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-673.pdf"" TARGET=""NEW"">Click Here </a>",673,Bridge (SHA# 13046),RT 32,4,16,0,0,Bridge (SHA# 13046),,,UNK,,POINT (1321705.47 617513.9099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1978,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-725.pdf"" TARGET=""NEW"">Click Here </a>",725,Bridge (SHA# HO-8),Sheppard Ln,29,13,0,0,Bridge (SHA# HO-8),,,1996,,POINT (1330421.8199999998 568046.3999999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1977,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-726.pdf"" TARGET=""NEW"">Click Here </a>",726,Bridge (SHA# HO-20),Folly Quarter Rd,23,19,0,0,Bridge (SHA# HO-20),,,1997,,POINT (1332814.71 578931.825)
Historic_Sites_View.fid-e93e948_15090ed509b_-1976,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-727.pdf"" TARGET=""NEW"">Click Here </a>",727,Bridge (SHA# HO-49),Frederick Rd,24,2,0,0,Bridge (SHA# HO-49),,,1997,,POINT (1354096.23 586050.7799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1975,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-682.pdf"" TARGET=""NEW"">Click Here </a>",682,Unnamed,8489 Heatherwold Dr,46,12,322,1,Unnamed,,,1997,,POINT (1346427.93 535868.46)
Historic_Sites_View.fid-e93e948_15090ed509b_-1974,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-683.pdf"" TARGET=""NEW"">Click Here </a>",683,Unnamed,10905 Johns Hopkins Rd,41,22,128,0,Unnamed,,,1997,,POINT (1343186.19 542805.4199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1973,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-684.pdf"" TARGET=""NEW"">Click Here </a>",684,Unnamed,10935 Johns Hopkins Rd,46,4,217,0,Unnamed,,,1997,,POINT (1341427.41 540406.26)
Historic_Sites_View.fid-e93e948_15090ed509b_-1972,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-685.pdf"" TARGET=""NEW"">Click Here </a>",685,Unnamed,10945 Johns Hopkins Rd,46,4,126,0,Unnamed,,,1997,,POINT (1341109.02 539814.5249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1971,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-686.pdf"" TARGET=""NEW"">Click Here </a>",686,Unnamed,11139 Johns Hopkins Rd,41,16,121,0,Unnamed,,Laurel,1997,Demo permit for SFD 1/18/2006 completed,POINT (1340222.8199999998 544280.6549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1970,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-687.pdf"" TARGET=""NEW"">Click Here </a>",687,Unnamed,8321 Leishear Rd,47,7,163,0,Unnamed,,Laurel,1997,7/23/2004,POINT (1348714.38 537545.07)
Historic_Sites_View.fid-e93e948_15090ed509b_-196f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-728.pdf"" TARGET=""NEW"">Click Here </a>",728,Bridge (SHA #13003),US 1,43,10,0,0,Bridge (SHA #13003),,,1997,,POINT (1375779.8399999999 549684.39)
Historic_Sites_View.fid-e93e948_15090ed509b_-196e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-729.pdf"" TARGET=""NEW"">Click Here </a>",729,Bridge (SHA #13007),US 1,47,18,0,0,Bridge (SHA #13007),,,1996,,POINT (1364403.5999999999 534549.8999999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-196d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-731.pdf"" TARGET=""NEW"">Click Here </a>",731,Replace Bridge (SHA #HO30,,21,15,0,0,Replace Bridge (SHA #HO30),,,1996,,POINT (1301650.89 580762.4249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-196c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-732.pdf"" TARGET=""NEW"">Click Here </a>",732,Mentzel Paper Factory,,25,8,0,0,Mentzel Paper Factory,,,1998,,POINT (1371409.8599999999 584972.235)
Historic_Sites_View.fid-e93e948_15090ed509b_-196b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-733.pdf"" TARGET=""NEW"">Click Here </a>",733,Patapsco Quarry Company (,,25,14,0,0,Patapsco Quarry Company (Lots 1 & 2),,,2004,,POINT (1372221.42 581597.6549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-196a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-734.pdf"" TARGET=""NEW"">Click Here </a>",734,Gray's Water Station,,25,21,0,0,Gray's Water Station,,,2004,,POINT (1374241.5899999999 579253.23)
Historic_Sites_View.fid-e93e948_15090ed509b_-1969,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-735.pdf"" TARGET=""NEW"">Click Here </a>",735,Charles H. Thomas House,,25,21,0,0,Charles H. Thomas House,,,2004,,POINT (1374957.1199999999 578975.505)
Historic_Sites_View.fid-e93e948_15090ed509b_-1968,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-736.pdf"" TARGET=""NEW"">Click Here </a>",736,Williams Run Water Statio,,25,22,0,0,Williams Run Water Station,,,2004,,POINT (1375485.3599999999 578901.1799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1967,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-741.pdf"" TARGET=""NEW"">Click Here </a>",741,Bridge #HO-111,,25,8,0,0,Bridge #HO-111,,,UNK,,POINT (1370758.41 585394.5299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1966,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-1016.pdf"" TARGET=""NEW"">Click Here </a>",1016,Forest Diner,10031 Baltimore National,24,2,72,0,Forest Diner,,Ellicott City,2010,scheduled to be demolished in the future,POINT (1352585.5499999998 587174.5499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1965,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-1017.pdf"" TARGET=""NEW"">Click Here </a>",1017,Forest Motel,10021 Baltimore National,24,2,72,0,Forest Motel,,Ellicott City,2010,scheduled to be demolished in the future,POINT (1352730.1199999999 587077.3949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1964,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-688.pdf"" TARGET=""NEW"">Click Here </a>",688,Unnamed,8449 Leishear Rd,46,12,315,1,Unnamed,,Laurel,1997,,POINT (1347129.72 536001.33)
Historic_Sites_View.fid-e93e948_15090ed509b_-1963,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-689.pdf"" TARGET=""NEW"">Click Here </a>",689,Unnamed,8466 Leishear Rd,46,12,212,5,Unnamed,,,1997,,POINT (1346890.92 535790.0399999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1962,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-690.pdf"" TARGET=""NEW"">Click Here </a>",690,Unnamed,8474 Leishear Rd,46,16,212,0,Unnamed,,Laurel,1997,,POINT (1346849.64 535710.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1961,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-691.pdf"" TARGET=""NEW"">Click Here </a>",691,Unnamed,8477 Leishear Rd,46,12,29,0,Unnamed,,Laurel,1997,"Demo permit for SFD 1/5/2005 completed, new structure built",POINT (1347116.5499999998 535617.375)
Historic_Sites_View.fid-e93e948_15090ed509b_-1960,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-692.pdf"" TARGET=""NEW"">Click Here </a>",692,Unnamed,8482 Leishear Rd,46,12,212,3,Unnamed,,,1997,,POINT (1346823.5999999999 535607.13)
Historic_Sites_View.fid-e93e948_15090ed509b_-195f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-693.pdf"" TARGET=""NEW"">Click Here </a>",693,Melvin and Myrtle Scaggs,,46,9,118,0,Melvin and Myrtle Scaggs House,,,1997,,POINT (1338202.74 536541.7949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-195e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-694.pdf"" TARGET=""NEW"">Click Here </a>",694,Unnamed,,46,9,137,0,Unnamed,,,1997,,POINT (1337841.9 536536.5299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-195d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-695.pdf"" TARGET=""NEW"">Click Here </a>",695,Old Columbia Road Bridge,,41,11,0,0,Old Columbia Road Bridge (#HO-64),,,1997,,POINT (1345411.74 546830.5499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-195c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-696.pdf"" TARGET=""NEW"">Click Here </a>",696,Unnamed,,46,9,205,0,Unnamed,,,1997,,POINT (1339012.2 537187.6799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-195b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-697.pdf"" TARGET=""NEW"">Click Here </a>",697,Unnamed,,46,9,265,0,Unnamed,,,1997,,POINT (1338734.7899999998 536795.52)
Historic_Sites_View.fid-e93e948_15090ed509b_-195a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-698.pdf"" TARGET=""NEW"">Click Here </a>",698,Unnamed,8431 Old Columbia Rd,46,9,60,0,Unnamed,,Laurel,1997,,POINT (1338289.38 536222.8049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1959,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-699.pdf"" TARGET=""NEW"">Click Here </a>",699,Unnamed,,46,9,141,0,Unnamed,,,1997,,POINT (1338159.15 536336.64)
Historic_Sites_View.fid-e93e948_15090ed509b_-1958,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-700.pdf"" TARGET=""NEW"">Click Here </a>",700,Country Corner,10570 Scaggsville Rd,46,12,212,1,Country Corner,,,1997,,POINT (1346781.18 535340.52)
